epoch,Lambda,Gamma,cover,learning_rate,quantiles,tree_height,feature_ratio,sample_ratio,time,confusion,acc,pre,spe,f1
10,1,5,0,0.1,5,3,0.25,0.25,12.78184962,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,0,0.1,5,6,0.25,0.25,13.15066624,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,0,0.1,13,3,0.25,0.25,13.91618395,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,0,0.1,13,6,0.25,0.25,13.87478232,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,0,0.3,5,3,0.25,0.25,12.72408581,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,0,0.3,5,6,0.25,0.25,13.17626929,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,0,0.3,13,3,0.25,0.25,14.00216913,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,0,0.3,13,6,0.25,0.25,13.61200142,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,1,0.1,5,3,0.25,0.25,14.06125259,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,1,0.1,5,6,0.25,0.25,13.27477646,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,1,0.1,13,3,0.25,0.25,14.75294018,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,1,0.1,13,6,0.25,0.25,15.27993798,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,1,0.3,5,3,0.25,0.25,13.32349801,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,1,0.3,5,6,0.25,0.25,13.27891493,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,1,0.3,13,3,0.25,0.25,14.78397489,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,1,0.3,13,6,0.25,0.25,14.53851008,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,3,0.1,5,3,0.25,0.25,14.44940686,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,3,0.1,5,6,0.25,0.25,14.5051477,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,3,0.1,13,3,0.25,0.25,15.74023199,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,3,0.1,13,6,0.25,0.25,15.79416823,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,3,0.3,5,3,0.25,0.25,14.05733871,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,3,0.3,5,6,0.25,0.25,14.25972128,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,3,0.3,13,3,0.25,0.25,15.80098653,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,3,0.3,13,6,0.25,0.25,15.53832221,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,5,0.1,5,3,0.25,0.25,16.14942551,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,5,0.1,5,6,0.25,0.25,15.50222611,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,5,0.1,13,3,0.25,0.25,15.90459347,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,5,0.1,13,6,0.25,0.25,16.09253526,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,5,0.3,5,3,0.25,0.25,14.90639663,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,5,0.3,5,6,0.25,0.25,14.89926243,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,5,0.3,13,3,0.25,0.25,15.85825944,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,5,5,0.3,13,6,0.25,0.25,16.77121067,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,0,0.1,5,3,0.25,0.25,15.10655737,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,0,0.1,5,6,0.25,0.25,15.41234732,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,0,0.1,13,3,0.25,0.25,16.17349577,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,0,0.1,13,6,0.25,0.25,16.58535337,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,0,0.3,5,3,0.25,0.25,15.54993963,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,0,0.3,5,6,0.25,0.25,15.35988975,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,0,0.3,13,3,0.25,0.25,16.13449979,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,0,0.3,13,6,0.25,0.25,15.86316204,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,1,0.1,5,3,0.25,0.25,15.61868382,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,1,0.1,5,6,0.25,0.25,15.50111461,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,1,0.1,13,3,0.25,0.25,16.92492008,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,1,0.1,13,6,0.25,0.25,16.5474093,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,1,0.3,5,3,0.25,0.25,15.9122262,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,1,0.3,5,6,0.25,0.25,16.30291653,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,1,0.3,13,3,0.25,0.25,17.1703372,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,1,0.3,13,6,0.25,0.25,16.51672983,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,3,0.1,5,3,0.25,0.25,15.69966555,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,3,0.1,5,6,0.25,0.25,16.48751807,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,3,0.1,13,3,0.25,0.25,17.46208739,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,3,0.1,13,6,0.25,0.25,17.69914651,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,3,0.3,5,3,0.25,0.25,17.66764712,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,3,0.3,5,6,0.25,0.25,17.16796184,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,3,0.3,13,3,0.25,0.25,17.59609437,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,3,0.3,13,6,0.25,0.25,17.38734198,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,5,0.1,5,3,0.25,0.25,17.30990291,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,5,0.1,5,6,0.25,0.25,17.84246016,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,5,0.1,13,3,0.25,0.25,17.66200948,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,5,0.1,13,6,0.25,0.25,18.1623292,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,5,0.3,5,3,0.25,0.25,17.33978891,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,5,0.3,5,6,0.25,0.25,16.56588387,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,5,0.3,13,3,0.25,0.25,17.82687354,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
10,1,10,5,0.3,13,6,0.25,0.25,17.40746379,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
25,0,0,0,0.1,5,3,0.25,0.25,51.18325186,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
25,0,0,0,0.1,5,6,0.25,0.25,79.95531774,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
25,0,0,0,0.1,13,3,0.25,0.25,58.28163528,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
25,0,0,0,0.1,13,6,0.25,0.25,92.59437323,"[[53  3]
 [11 23]]",0.844444444,0.884615385,0.946428571,0.766666667
25,0,0,0,0.3,5,3,0.25,0.25,55.75481009,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,0,0.3,5,6,0.25,0.25,69.75614619,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,0,0.3,13,3,0.25,0.25,63.07615948,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,0,0.3,13,6,0.25,0.25,73.81724072,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,1,0.1,5,3,0.25,0.25,63.65947223,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,1,0.1,5,6,0.25,0.25,83.16335821,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,1,0.1,13,3,0.25,0.25,69.35703182,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,1,0.1,13,6,0.25,0.25,93.54046535,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,1,0.3,5,3,0.25,0.25,66.14600444,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,1,0.3,5,6,0.25,0.25,75.88585854,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,1,0.3,13,3,0.25,0.25,73.34674978,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,1,0.3,13,6,0.25,0.25,86.6523273,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,3,0.1,5,3,0.25,0.25,72.22244072,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,3,0.1,5,6,0.25,0.25,83.5081923,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,3,0.1,13,3,0.25,0.25,77.19192863,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,3,0.1,13,6,0.25,0.25,95.2899859,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,3,0.3,5,3,0.25,0.25,75.32726264,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,3,0.3,5,6,0.25,0.25,85.02166295,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,3,0.3,13,3,0.25,0.25,81.76076865,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,3,0.3,13,6,0.25,0.25,95.9422493,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,5,0.1,5,3,0.25,0.25,80.07122827,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,5,0.1,5,6,0.25,0.25,88.42640257,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,5,0.1,13,3,0.25,0.25,88.49652982,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,5,0.1,13,6,0.25,0.25,99.34469128,"[[56  0]
 [34  0]]",0.622222222,,1,
25,0,0,5,0.3,5,3,0.25,0.25,10.04346228,"[[46  7]
 [12 25]]",0.788888889,0.78125,0.867924528,0.724637681
25,0,0,5,0.3,5,6,0.25,0.25,15.25899744,"[[49  4]
 [13 24]]",0.811111111,0.857142857,0.924528302,0.738461538
25,0,0,5,0.3,13,3,0.25,0.25,14.94041133,"[[50  3]
 [14 23]]",0.811111111,0.884615385,0.943396226,0.73015873
25,0,0,5,0.3,13,6,0.25,0.25,22.74024367,"[[50  3]
 [14 23]]",0.811111111,0.884615385,0.943396226,0.73015873
25,0,1,0,0.1,5,3,0.25,0.25,15.58587313,"[[52  1]
 [17 20]]",0.8,0.952380952,0.981132075,0.689655172
25,0,1,0,0.1,5,6,0.25,0.25,26.1987977,"[[50  3]
 [16 21]]",0.788888889,0.875,0.943396226,0.68852459
25,0,1,0,0.1,13,3,0.25,0.25,21.42638397,"[[52  1]
 [16 21]]",0.811111111,0.954545455,0.981132075,0.711864407
25,0,1,0,0.1,13,6,0.25,0.25,36.01501083,"[[50  3]
 [15 22]]",0.8,0.88,0.943396226,0.709677419
25,0,1,0,0.3,5,3,0.25,0.25,19.31973767,"[[50  3]
 [15 22]]",0.8,0.88,0.943396226,0.709677419
25,0,1,0,0.3,5,6,0.25,0.25,21.43127251,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,0,0.3,13,3,0.25,0.25,23.89999342,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,0,0.3,13,6,0.25,0.25,29.59476948,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,1,0.1,5,3,0.25,0.25,23.6710155,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,1,0.1,5,6,0.25,0.25,36.16592669,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,1,0.1,13,3,0.25,0.25,31.73937964,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,1,0.1,13,6,0.25,0.25,43.27543259,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,1,0.3,5,3,0.25,0.25,26.56757307,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,1,0.3,5,6,0.25,0.25,37.3956244,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,1,0.3,13,3,0.25,0.25,33.02537656,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,1,0.3,13,6,0.25,0.25,48.75639319,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,3,0.1,5,3,0.25,0.25,31.57624102,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,3,0.1,5,6,0.25,0.25,38.72570157,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,3,0.1,13,3,0.25,0.25,36.78316855,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,3,0.1,13,6,0.25,0.25,47.38211322,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,3,0.3,5,3,0.25,0.25,34.96681046,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,3,0.3,5,6,0.25,0.25,41.97546864,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,3,0.3,13,3,0.25,0.25,40.92550182,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,3,0.3,13,6,0.25,0.25,50.99570298,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,5,0.1,5,3,0.25,0.25,39.27833343,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,5,0.1,5,6,0.25,0.25,45.01393342,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,5,0.1,13,3,0.25,0.25,44.63400221,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,5,0.1,13,6,0.25,0.25,54.2138443,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,5,0.3,5,3,0.25,0.25,43.35964251,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,5,0.3,5,6,0.25,0.25,48.63446355,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,5,0.3,13,3,0.25,0.25,49.16664195,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,1,5,0.3,13,6,0.25,0.25,56.54416323,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,0,0.1,5,3,0.25,0.25,46.02059317,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,0,0.1,5,6,0.25,0.25,45.87480974,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,0,0.1,13,3,0.25,0.25,48.20833015,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,0,0.1,13,6,0.25,0.25,49.0739491,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,0,0.3,5,3,0.25,0.25,46.64226675,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,0,0.3,5,6,0.25,0.25,46.77043414,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,0,0.3,13,3,0.25,0.25,49.25208807,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,0,0.3,13,6,0.25,0.25,50.71067286,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,1,0.1,5,3,0.25,0.25,50.05239654,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,1,0.1,5,6,0.25,0.25,50.23100948,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,1,0.1,13,3,0.25,0.25,52.82648611,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,1,0.1,13,6,0.25,0.25,53.37853146,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,1,0.3,5,3,0.25,0.25,50.55182886,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,1,0.3,5,6,0.25,0.25,53.23080683,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,1,0.3,13,3,0.25,0.25,54.59598923,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,1,0.3,13,6,0.25,0.25,53.33680367,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,3,0.1,5,3,0.25,0.25,55.08456421,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,3,0.1,5,6,0.25,0.25,54.42362356,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,3,0.1,13,3,0.25,0.25,57.35101628,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,3,0.1,13,6,0.25,0.25,58.98287201,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,3,0.3,5,3,0.25,0.25,52.99233699,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,3,0.3,5,6,0.25,0.25,54.85395002,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,3,0.3,13,3,0.25,0.25,55.74905801,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,3,0.3,13,6,0.25,0.25,58.50021291,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,5,0.1,5,3,0.25,0.25,57.75504661,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,5,0.1,5,6,0.25,0.25,57.34503007,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,5,0.1,13,3,0.25,0.25,59.20607352,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,5,0.1,13,6,0.25,0.25,59.91281223,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,5,0.3,5,3,0.25,0.25,58.56625509,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,5,0.3,5,6,0.25,0.25,60.79234123,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,5,0.3,13,3,0.25,0.25,61.28115416,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,5,5,0.3,13,6,0.25,0.25,62.64857769,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,0,0.1,5,3,0.25,0.25,60.12646556,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,0,0.1,5,6,0.25,0.25,61.23135424,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,0,0.1,13,3,0.25,0.25,61.07182884,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,0,0.1,13,6,0.25,0.25,61.6437583,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,0,0.3,5,3,0.25,0.25,62.21626854,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,0,0.3,5,6,0.25,0.25,61.62408447,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,0,0.3,13,3,0.25,0.25,65.72918487,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,0,0.3,13,6,0.25,0.25,67.12843132,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,1,0.1,5,3,0.25,0.25,67.25391626,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,1,0.1,5,6,0.25,0.25,67.7780571,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,1,0.1,13,3,0.25,0.25,70.86723351,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,1,0.1,13,6,0.25,0.25,71.36028051,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,1,0.3,5,3,0.25,0.25,69.92178369,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,1,0.3,5,6,0.25,0.25,71.94633198,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,1,0.3,13,3,0.25,0.25,74.11173987,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,1,0.3,13,6,0.25,0.25,78.0572505,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,3,0.1,5,3,0.25,0.25,75.92114353,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,3,0.1,5,6,0.25,0.25,76.34987569,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,3,0.1,13,3,0.25,0.25,79.927068,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,3,0.1,13,6,0.25,0.25,76.84894013,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,3,0.3,5,3,0.25,0.25,79.37006021,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,3,0.3,5,6,0.25,0.25,81.41534209,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,3,0.3,13,3,0.25,0.25,82.57345891,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,3,0.3,13,6,0.25,0.25,81.93780971,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,5,0.1,5,3,0.25,0.25,82.67508197,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,5,0.1,5,6,0.25,0.25,80.98215938,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,5,0.1,13,3,0.25,0.25,79.00114536,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,5,0.1,13,6,0.25,0.25,79.04887366,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,5,0.3,5,3,0.25,0.25,68.76634979,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,5,0.3,5,6,0.25,0.25,70.91139722,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,5,0.3,13,3,0.25,0.25,76.77886701,"[[53  0]
 [37  0]]",0.588888889,,1,
25,0,10,5,0.3,13,6,0.25,0.25,70.8589716,"[[53  0]
 [37  0]]",0.588888889,,1,
25,1,0,0,0.1,5,3,0.25,0.25,77.06124997,"[[53  0]
 [37  0]]",0.588888889,,1,
25,1,0,0,0.1,5,6,0.25,0.25,80.51130152,"[[44  8]
 [13 25]]",0.766666667,0.757575758,0.846153846,0.704225352
25,1,0,0,0.1,13,3,0.25,0.25,348.9379096,"[[41 11]
 [13 25]]",0.733333333,0.694444444,0.788461538,0.675675676
25,1,0,0,0.1,13,6,0.25,0.25,61.88040829,"[[42 10]
 [14 24]]",0.733333333,0.705882353,0.807692308,0.666666667
25,1,0,0,0.3,5,3,0.25,0.25,24.97072744,"[[44  8]
 [14 24]]",0.755555556,0.75,0.846153846,0.685714286
25,1,0,0,0.3,5,6,0.25,0.25,52.00301743,"[[44  8]
 [12 26]]",0.777777778,0.764705882,0.846153846,0.722222222
25,1,0,0,0.3,13,3,0.25,0.25,33.93533349,"[[44  8]
 [12 26]]",0.777777778,0.764705882,0.846153846,0.722222222
25,1,0,0,0.3,13,6,0.25,0.25,67.16862416,"[[44  8]
 [12 26]]",0.777777778,0.764705882,0.846153846,0.722222222
25,1,0,1,0.1,5,3,0.25,0.25,30.69577813,"[[44  8]
 [13 25]]",0.766666667,0.757575758,0.846153846,0.704225352
25,1,0,1,0.1,5,6,0.25,0.25,53.24878335,"[[44  8]
 [12 26]]",0.777777778,0.764705882,0.846153846,0.722222222
25,1,0,1,0.1,13,3,0.25,0.25,40.48321676,"[[44  8]
 [13 25]]",0.766666667,0.757575758,0.846153846,0.704225352
25,1,0,1,0.1,13,6,0.25,0.25,68.20859027,"[[44  8]
 [12 26]]",0.777777778,0.764705882,0.846153846,0.722222222
25,1,0,1,0.3,5,3,0.25,0.25,36.22825909,"[[44  8]
 [12 26]]",0.777777778,0.764705882,0.846153846,0.722222222
25,1,0,1,0.3,5,6,0.25,0.25,58.86129975,"[[45  7]
 [12 26]]",0.788888889,0.787878788,0.865384615,0.732394366
25,1,0,1,0.3,13,3,0.25,0.25,44.82335329,"[[45  7]
 [12 26]]",0.788888889,0.787878788,0.865384615,0.732394366
25,1,0,1,0.3,13,6,0.25,0.25,75.87056112,"[[45  7]
 [13 25]]",0.777777778,0.78125,0.865384615,0.714285714
25,1,0,3,0.1,5,3,0.25,0.25,42.4306848,"[[45  7]
 [14 24]]",0.766666667,0.774193548,0.865384615,0.695652174
25,1,0,3,0.1,5,6,0.25,0.25,55.05348301,"[[44  8]
 [14 24]]",0.755555556,0.75,0.846153846,0.685714286
25,1,0,3,0.1,13,3,0.25,0.25,50.97379827,"[[44  8]
 [14 24]]",0.755555556,0.75,0.846153846,0.685714286
25,1,0,3,0.1,13,6,0.25,0.25,67.81417465,"[[45  7]
 [14 24]]",0.766666667,0.774193548,0.865384615,0.695652174
25,1,0,3,0.3,5,3,0.25,0.25,46.77724051,"[[45  7]
 [14 24]]",0.766666667,0.774193548,0.865384615,0.695652174
25,1,0,3,0.3,5,6,0.25,0.25,58.91612053,"[[45  7]
 [13 25]]",0.777777778,0.78125,0.865384615,0.714285714
25,1,0,5,0.1,5,3,0.25,0.25,18.52239537,"[[56  7]
 [11 16]]",0.8,0.695652174,0.888888889,0.64
25,1,0,5,0.1,5,6,0.25,0.25,26.5587945,"[[55  8]
 [11 16]]",0.788888889,0.666666667,0.873015873,0.62745098
25,1,0,3,0.3,13,3,0.25,0.25,27.31736279,"[[49 14]
 [10 17]]",0.733333333,0.548387097,0.777777778,0.586206897
25,1,0,5,0.3,5,3,0.25,0.25,23.08178544,"[[52 11]
 [10 17]]",0.766666667,0.607142857,0.825396825,0.618181818
25,1,0,5,0.1,13,3,0.25,0.25,27.3213582,"[[56  7]
 [12 15]]",0.788888889,0.681818182,0.888888889,0.612244898
25,1,0,5,0.3,5,6,0.25,0.25,28.8324914,"[[51 12]
 [ 9 18]]",0.766666667,0.6,0.80952381,0.631578947
25,1,0,5,0.3,13,3,0.25,0.25,27.11347747,"[[52 11]
 [10 17]]",0.766666667,0.607142857,0.825396825,0.618181818
25,1,0,3,0.3,13,6,0.25,0.25,46.76520157,"[[55  8]
 [10 17]]",0.8,0.68,0.873015873,0.653846154
