,epoch,Lambda,Gamma,cover,learning_rate,quantiles,tree_height,feature_ratio,sample_ratio,time,confusion,acc,pre,spe,f1
54,10,0,1,3,0.3,13,3,0.25,0.25,11.219691276550291,"[[47  8]
 [ 8 27]]",0.8222222222222222,0.7714285714285715,0.8545454545454545,0.7714285714285715
55,10,0,1,3,0.3,13,6,0.25,0.25,15.366148233413696,"[[47  8]
 [ 8 27]]",0.8222222222222222,0.7714285714285715,0.8545454545454545,0.7714285714285715
56,10,0,1,5,0.1,5,3,0.25,0.25,10.06404447555542,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
57,10,0,1,5,0.1,5,6,0.25,0.25,14.130282163619995,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
58,10,0,1,5,0.1,13,3,0.25,0.25,13.938884973526,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
59,10,0,1,5,0.1,13,6,0.25,0.25,16.450753688812256,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
60,10,0,1,5,0.3,5,3,0.25,0.25,10.4033784866333,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
61,10,0,1,5,0.3,5,6,0.25,0.25,13.37417459487915,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
62,10,0,1,5,0.3,13,3,0.25,0.25,12.220006227493286,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
63,10,0,1,5,0.3,13,6,0.25,0.25,16.133208751678467,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
64,10,0,5,0,0.1,5,3,0.25,0.25,10.393632650375366,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
65,10,0,5,0,0.1,5,6,0.25,0.25,10.468186140060425,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
66,10,0,5,0,0.1,13,3,0.25,0.25,11.617083549499512,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
67,10,0,5,0,0.1,13,6,0.25,0.25,13.797569036483765,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
68,10,0,5,0,0.3,5,3,0.25,0.25,10.724637269973757,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
69,10,0,5,0,0.3,5,6,0.25,0.25,10.262884616851808,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
70,10,0,5,0,0.3,13,3,0.25,0.25,11.577987432479858,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
71,10,0,5,0,0.3,13,6,0.25,0.25,11.68018889427185,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
72,10,0,5,1,0.1,5,3,0.25,0.25,11.592016696929932,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
73,10,0,5,1,0.1,5,6,0.25,0.25,11.38212513923645,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
74,10,0,5,1,0.1,13,3,0.25,0.25,11.881186485290527,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
75,10,0,5,1,0.1,13,6,0.25,0.25,13.81222677230835,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
76,10,0,5,1,0.3,5,3,0.25,0.25,11.077523469924929,"[[47  8]
 [ 7 28]]",0.8333333333333334,0.7777777777777778,0.8545454545454545,0.7887323943661971
